지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위)
108,서울,1974-01-21,-.2,-1.4,2400,1.7,1205,16.58,,,,,12.1,8.2,70,58,5.2,70,110,2.5,2140,70
108,서울,1974-01-22,-1.5,-8,2400,3.7,1417,,,,,,,12.3,320,1901,8,290,2150,3.1,2717,290
108,서울,1974-01-23,-11.2,-13,2400,-8,0,,,,,,,10.8,290,1007,7,320,1040,4.3,3728,290
108,서울,1974-01-24,-11.2,-15.5,710,-5.7,1656,,,,,,,7.5,290,1412,5.5,290,1400,2.4,2093,270
108,서울,1974-01-25,-9.1,-13.4,805,-4.3,1545,,,,,,,6.8,320,1033,4.3,320,1030,2.1,1787,290
108,서울,1974-01-26,-7.2,-12.6,755,-1.8,1559,,,,,,,5,70,2240,3.7,70,2140,1.5,1291,50
108,서울,1974-01-27,-6.8,-9.8,2400,-4,1308,6.08,,,,,1.9,10.4,290,1400,6.7,290,1400,2.7,2329,290
108,서울,1974-01-28,-8.5,-12.5,805,-3.9,1533,,,,,,,4.8,250,1249,3.5,320,1620,1.2,1066,50
108,서울,1974-01-29,-4.8,-11,715,1.8,1551,,,,,,,7.2,70,1201,4.2,70,1212,2,1685,70
108,서울,1974-01-30,-1.2,-3.6,307,2.9,1526,,,,,,,6.5,70,346,4,290,1700,2.1,1856,70
108,서울,1974-01-31,-2.2,-5.6,750,2.6,1520,,,,,,,7.2,290,2355,5.3,270,1400,2.2,1887,290
108,서울,1974-02-01,-4.2,-7.6,613,.7,1452,,,,,,,6.1,270,1530,5,320,100,2,1737,270
108,서울,1974-02-02,-2.7,-7.3,810,3.8,1452,,,,,,,4.8,290,1548,3.7,290,1600,1.4,1193,50
108,서울,1974-02-03,.3,-3.7,330,6.2,1515,,,,,,,6.3,70,936,3.7,70,940,1.8,1563,70
108,서울,1974-02-04,.7,-3.2,651,5.7,1440,,,,,,,6.3,50,1401,4,50,1440,1.6,1347,50
108,서울,1974-02-05,2,-.4,2400,5.3,1609,1.43,,,,,0,8.8,70,2118,5,70,2300,2.8,2461,70
108,서울,1974-02-06,-.8,-2.6,800,2.7,1433,,,,,,,13.8,70,1742,8,70,330,4.7,4029,70
108,서울,1974-02-07,-1.6,-3.1,540,.1,1444,16.3,,,,,2.6,10.4,70,12,6,70,420,3.2,2780,70
108,서울,1974-02-08,-4.3,-6.5,2400,-2.2,0,12.17,,,,,2.1,9.8,290,1700,7,290,1650,4.2,3670,290
108,서울,1974-02-09,-6.5,-9.7,742,-3.8,1703,,,,,,,6.6,340,0,4,290,1200,2.2,1884,290
108,서울,1974-02-10,-5.5,-7.4,734,-1.1,1529,4.5,,,,,1.7,13.5,290,1946,8.7,290,2020,4,3413,290
108,서울,1974-02-11,-8.6,-12,825,-4.8,1525,,,,,,,10.9,270,104,7.8,290,100,3,2587,320
108,서울,1974-02-12,-6.1,-9.8,305,-.3,1430,5.58,,,,,6,14.1,290,1453,9.7,290,1450,3.1,2717,70
108,서울,1974-02-13,-2.7,-9.4,659,4.3,1631,,,,,,,7.7,320,1410,5.5,290,1600,2,1743,50
108,서울,1974-02-14,1.9,-2.2,507,7.1,1517,,,,,,,5.4,70,1754,3.7,70,1810,1.8,1561,70
108,서울,1974-02-15,1.8,.5,850,3.3,205,7.05,,,,,5.3,9.4,70,910,5.5,70,900,2.9,2510,70
108,서울,1974-02-16,2.4,1.2,752,4.2,1703,,,,,,,5.6,250,108,4.3,250,40,1.3,1140,250
108,서울,1974-02-17,4.2,.1,557,9.7,1430,,,,,,,7.8,250,1410,5.7,250,1350,2.1,1797,50
108,서울,1974-02-18,6.5,4.7,557,9.9,1722,.12,,,,,0,4.7,160,1220,2.7,290,1900,1.3,1157,90
108,서울,1974-02-19,5.3,2.1,2400,7,1420,4.77,,,,,4.7,6.8,360,958,4,290,2400,1.6,1386,70
108,서울,1974-02-20,-.7,-3.2,820,2.6,1559,,,,,,,8.9,290,1455,6.7,290,1530,3.9,3358,290
108,서울,1974-02-21,.7,-4.5,631,6.3,1507,,,,,,,5.2,50,2049,3.3,50,2040,1.5,1273,70
108,서울,1974-02-22,2,-5.6,2400,5.4,930,4.75,,,,,1.4,14.7,290,2312,9,290,2250,3.9,3389,290
108,서울,1974-02-23,-6.1,-9,805,-2.6,1706,,,,,,,10,320,1720,8,320,1710,4.3,3698,290
108,서울,1974-02-24,-7.3,-8.9,2400,-5.5,1154,,,,,,,11.8,320,2050,6,320,2130,3.6,3081,290
108,서울,1974-02-25,-10.6,-13.4,2317,-8.1,1128,,,,,,,17.2,290,1432,10.7,290,1150,4.9,4215,290
108,서울,1974-02-26,-9.1,-14,342,-3.5,1401,,,,,,,8.8,320,2359,4.7,320,2400,2.4,2063,290
108,서울,1974-02-27,-5.4,-10.2,702,.2,1604,,,,,,,10.3,290,1523,6,290,1450,3,2625,320
108,서울,1974-02-28,-3.8,-8,713,1,1507,,,,,,,6.8,290,1632,4.3,290,1640,1.9,1664,290
108,서울,1974-03-01,-1.1,-5.9,735,5.4,1545,,,,,,,8.9,290,1509,6,290,1510,2.6,2244,290
108,서울,1974-03-02,2.1,-2.8,630,9.5,1450,,,,,,,6.3,250,1430,4.3,250,1440,2,1709,290
108,서울,1974-03-03,4.2,.9,441,8.4,1431,.2,0,,0,,0,5.4,50,1210,3.3,90,1230,1.6,1402,70
108,서울,1974-03-04,5.3,2.2,2400,9.3,1440,5.45,0,,0,,0,5.4,290,1848,4,290,1920,1.7,1461,290
108,서울,1974-03-05,6.8,1.5,104,13.7,1316,6.3,.5,2135,.9,2100,3.8,9.5,50,2023,4.5,50,2030,1.7,1501,70
108,서울,1974-03-06,7.5,5.5,605,13.4,1311,13.25,1.5,250,4.1,220,14.2,10.7,50,523,5.3,50,500,3.2,2766,70
108,서울,1974-03-07,6.7,5,2400,10.6,1656,5.05,0,,0,,0,8.5,90,12,5,70,1230,2.6,2261,70
108,서울,1974-03-08,7.2,3.8,600,12.5,1408,,,,,,,6.8,320,2120,4.7,320,2130,1.9,1608,70
108,서울,1974-03-09,5.3,2.4,2400,7.2,0,9.98,,,,,1.9,9.3,230,1913,6.3,230,1940,2.2,1938,270
108,서울,1974-03-10,.8,-3.1,2400,4.4,1510,,,,,,,13.8,290,1448,7.2,290,1610,4.6,4014,290
108,서울,1974-03-11,-4.5,-7.4,2333,-2.6,1546,2.73,,,,,2.2,17.3,290,1223,8.7,290,1230,5,4332,290
108,서울,1974-03-12,-4.9,-8,717,-.1,1529,.65,,,,,0,16,270,1616,9.3,270,1630,4.6,3935,290
108,서울,1974-03-13,-2.5,-7.5,525,3.1,1428,,,,,,,9.7,270,1449,5.7,270,1450,2.4,2089,230
108,서울,1974-03-14,.7,-3.5,655,6.4,1532,,,,,,,9.2,250,1748,6,250,1710,2.8,2421,250
108,서울,1974-03-15,2.6,-.8,600,6.2,1642,,,,,,,6.6,250,1825,4.7,250,1850,2,1703,250
108,서울,1974-03-16,3.4,1.7,500,8,1422,1.82,,,,,0,8.6,270,1411,5.8,270,1800,2.7,2303,270
108,서울,1974-03-17,3.1,-1.2,710,9.6,1525,,,,,,,9.1,290,1600,5.7,290,1610,2.6,2285,290
108,서울,1974-03-18,.6,-1.8,2400,4.1,1345,1.62,,,,,.8,20,290,1600,9.3,290,1740,5.8,5038,290
108,서울,1974-03-19,1.6,-3.3,500,7.7,1503,,,,,,,7.5,270,1603,5.3,270,1850,2.8,2384,290
108,서울,1974-03-20,2.7,.1,300,8.4,1520,4.68,,,,,.7,7.6,270,1506,4.7,290,2030,2.1,1835,290
108,서울,1974-03-21,1.3,-.7,2100,6.5,1130,3.6,,,,,1.8,22.8,290,1449,10.2,270,2240,5.4,4707,70
108,서울,1974-03-22,.7,-1.9,710,5.2,1455,.18,,,,,0,13.8,290,303,8.8,290,900,6.1,5266,290
108,서울,1974-03-23,1.3,-3.8,510,6.9,1445,,,,,,,12,250,1525,6.8,250,1540,3,2611,250
108,서울,1974-03-24,3.5,-.6,640,8.5,1554,,,,,,,6,290,1658,3.7,290,1850,1.7,1461,290
108,서울,1974-03-25,7.3,3.2,630,13.8,1550,,,,,,,9,290,1722,5.7,290,1800,1.9,1677,90
108,서울,1974-03-26,8.2,5,2400,13.8,1438,,,,,,,8.6,290,1632,5,290,1650,2.4,2112,90
108,서울,1974-03-27,6.3,2.3,712,13,1415,,,,,,,12,270,1622,8.3,270,1710,3.2,2761,290
108,서울,1974-03-28,7.7,1.5,550,15.1,1411,,,,,,,9.9,230,1505,6.7,230,1520,3.2,2742,250
108,서울,1974-03-29,9.9,4.8,652,16,1344,,,,,,,10.2,70,1052,6.7,70,1040,2.8,2438,250
108,서울,1974-03-30,13,7.1,522,19.5,1408,,,,,,,8,270,1533,5,270,1550,2,1718,70
108,서울,1974-03-31,7.5,2.9,2400,12.7,0,6.23,.4,1120,.8,1030,2.3,13.3,270,2103,8.3,270,2150,4.1,3524,250
108,서울,1974-04-01,4.3,1.6,2400,8.7,1402,,,,,,,17.1,290,1501,10.7,290,1450,5.9,5100,290
108,서울,1974-04-02,5.2,.8,657,10.2,1342,,,,,,,18,250,1530,10.3,250,1540,5.3,4614,250
108,서울,1974-04-03,8.9,3.3,545,14.6,1423,,,,,,,20.6,200,1535,12.7,200,1630,5.4,4636,200
108,서울,1974-04-04,9.2,7.5,2400,13.3,1150,7.73,.8,1540,3.2,1520,6.8,12.4,250,1213,7.7,250,1200,3.2,2756,180
108,서울,1974-04-05,9.8,5.4,600,16.8,1603,,,,,,,6.6,290,1821,5,290,1830,1.6,1402,320
108,서울,1974-04-06,15.2,8.2,633,23.1,1618,2.17,1,2240,3.4,2230,5.2,8.5,270,2213,5.7,270,2220,2.1,1792,50
108,서울,1974-04-07,11.3,9,2400,12.2,0,13.7,2.8,50,10.4,0,40,14.6,70,1252,8.3,70,1610,4.7,4042,70
108,서울,1974-04-08,11.9,7.9,542,17.5,1413,,,,,,,15.2,70,115,7.3,70,110,5,4288,70
108,서울,1974-04-09,10.4,5.7,638,17.3,1608,,,,,,,10.3,290,1745,7,290,1810,3.6,3138,70
108,서울,1974-04-10,9.7,5.7,440,16.4,1503,,,,,,,8.9,250,1542,5.7,250,1630,3.3,2848,250
108,서울,1974-04-11,8.6,4,645,13.4,1215,.48,0,,.1,1401,.1,11.7,250,1742,7,250,1650,3.2,2736,250
108,서울,1974-04-12,13.5,6.5,540,22.2,1623,,,,,,,8,290,1908,5.7,290,1900,2.1,1850,70
108,서울,1974-04-13,11.7,7.5,2400,14.7,1030,14.45,2.4,1710,10.7,1650,35.3,12.9,250,1856,7.7,250,1850,2.9,2546,70
108,서울,1974-04-14,11.6,7.3,26,17.8,1457,.67,0,,.2,2340,.2,9.2,230,1706,6.3,230,1710,3,2560,270
108,서울,1974-04-15,10.8,6.6,630,16.6,1256,,,,,,,10.2,290,1634,7.7,290,1640,2.9,2488,290
108,서울,1974-04-16,9.1,5.9,2400,13.5,1410,,,,,,,9.4,250,1408,6.3,250,1420,3.6,3124,250
108,서울,1974-04-17,9.3,4.4,630,14.6,1240,1.4,.5,2030,1,1940,1.2,5.6,290,1450,4.3,290,1500,1.6,1358,50
108,서울,1974-04-18,12.6,9,155,17.4,1539,,,,,,,10.2,340,1243,6.7,340,1230,2.4,2062,320
108,서울,1974-04-19,14.4,8.5,620,20.8,1600,,,,,,,8.6,290,1716,5.7,290,1720,2.7,2307,70
108,서울,1974-04-20,13.4,9.3,528,18.3,1320,5.37,1.4,2350,6.8,2300,9.3,15.9,50,2342,7.7,50,2350,2.6,2221,50
108,서울,1974-04-21,9.8,6,2400,14.8,1357,8.42,1.3,40,6.1,0,20.1,17.9,290,1510,10.5,290,1520,5.8,4986,270
108,서울,1974-04-22,6.3,3.4,540,10.6,1710,6.62,.3,1140,.6,1140,1.6,12.7,250,1529,8.7,250,1610,3.3,2888,250
108,서울,1974-04-23,12.1,3.1,412,20.2,1655,,,,,,,9.6,70,2312,5.3,70,2310,2.1,1856,70
108,서울,1974-04-24,15.6,12.3,2400,17.7,1526,6.32,.6,2210,.8,2150,1.3,16.2,160,2201,10,160,2220,3.1,2674,160
108,서울,1974-04-25,10.5,4.8,2400,13.9,1540,5.75,.5,2320,1,2300,1.5,15.2,230,1759,9.7,230,1800,5.2,4528,230
108,서울,1974-04-26,7.1,4.3,300,10.3,1250,5.67,.5,150,1,130,2,12.3,270,1026,7.3,270,1130,3.7,3224,250
108,서울,1974-04-27,12.7,5,450,19.3,1453,,,,,,,11.3,250,1259,8.7,250,1300,3,2630,70
108,서울,1974-04-28,11,7.3,2400,15,250,9.58,1.4,850,5,830,20.2,11.7,250,1602,8,270,1800,3.6,3147,250
108,서울,1974-04-29,12.1,6.5,500,17.7,1507,,,,,,,11.7,230,1500,7.3,230,1510,3.7,3215,250
108,서울,1974-04-30,13.5,10.6,2400,15.2,1802,,,,,,,14.8,250,1050,8.3,250,1050,5.1,4388,250
108,서울,1974-05-01,13.4,7,600,19.6,1550,,,,,,,9.1,270,1617,7.3,270,1700,2.8,2386,270
108,서울,1974-05-02,13.9,7.7,542,21.1,1418,,,,,,,8.6,270,1651,5,270,1700,2.5,2134,270
108,서울,1974-05-03,14.5,8.7,629,20.9,1427,,,,,,,11,290,1618,6.7,290,1630,3.1,2658,250
108,서울,1974-05-04,13,9.9,544,18.1,1543,,,,,,,9.4,290,1704,6.7,290,1700,2.9,2519,250
108,서울,1974-05-05,13.4,7.7,600,19.8,1508,,,,,,,10.1,290,1648,7.3,290,1700,2.7,2325,270
108,서울,1974-05-06,15.6,8.3,530,23.2,1520,,,,,,,10.5,160,1537,6,290,1550,2.3,2014,290
108,서울,1974-05-07,16.7,10.4,615,22.9,1500,,,,,,,7.6,270,1728,4.7,290,1900,1.9,1643,50
108,서울,1974-05-08,12.3,10.7,825,14.4,0,18,2.2,1420,10.5,1400,62.4,7,70,1737,3.7,70,1740,1.7,1481,70
108,서울,1974-05-09,15.6,10.3,645,21.8,1452,,,,,,,12.5,250,1527,9.7,250,1540,3.2,2766,250
108,서울,1974-05-10,14.5,9.3,420,20.4,1455,,,,,,,9.8,290,1559,6.2,290,1600,3.4,2932,290
108,서울,1974-05-11,17.8,11.8,550,25.1,1610,,,,,,,7.9,290,1755,5.3,290,1810,1.6,1370,290
108,서울,1974-05-12,19.6,13.1,600,27,1429,,,,,,,9.1,290,1814,6.7,290,1830,2.1,1780,70
108,서울,1974-05-13,16.5,14.8,2100,20,1203,11.97,1.1,1540,4.2,1600,25,9.4,70,1942,5.7,70,2300,2.6,2233,70
108,서울,1974-05-14,14.1,9.8,2400,17,605,12.57,2.5,820,10,800,50.9,17,200,820,10.3,200,840,4.5,3895,230
108,서울,1974-05-15,12.9,7.4,550,17.8,1457,,,,,,,13.3,250,1453,8,250,1420,5,4336,250
108,서울,1974-05-16,17.5,10.5,217,24.5,1558,,,,,,,4.6,70,720,2.7,50,400,1.4,1248,70
108,서울,1974-05-17,21.7,13.8,600,29.3,1535,,,,,,,6,270,1555,4,270,1800,1.5,1313,90
108,서울,1974-05-18,19.8,18.4,518,22.3,1155,6.58,.3,1540,.9,1500,2.1,7.8,70,1927,4.7,70,1930,2.3,2018,70
108,서울,1974-05-19,19.3,17,2400,20.8,1300,16.02,5.4,1950,11.8,1900,56.9,8.2,250,2238,5.3,230,2240,2.8,2390,70
108,서울,1974-05-20,16.2,14.5,632,17.4,1832,14.18,1.6,300,6.6,250,10.6,7.7,290,440,5.7,290,430,2,1764,290
108,서울,1974-05-21,20.5,16,420,27.1,1358,,,,,,,9.3,290,1930,7.4,290,1930,2.5,2166,290
108,서울,1974-05-22,17,12.8,2400,22,1558,.12,0,,0,,0,8.4,250,1412,6,250,1350,3.3,2892,250
108,서울,1974-05-23,15.9,11.6,456,21.4,1417,,,,,,,10.5,250,1513,5.7,250,1520,3.2,2740,250
108,서울,1974-05-24,16.9,11.3,545,23.7,1555,,,,,,,11.1,270,1459,6.3,250,1650,3.5,3004,250
108,서울,1974-05-25,13.3,11.2,1005,15.8,2305,6.73,3,1050,5,1000,15.6,10.4,70,1254,4.7,70,1700,2.3,1972,70
108,서울,1974-05-26,18.1,14.3,600,23.8,1612,,,,,,,7.7,250,1947,5.3,250,2000,2.1,1854,70
108,서울,1974-05-27,19,12.7,606,26.7,1554,,,,,,,8,250,1458,5.3,290,1810,2.8,2410,70
108,서울,1974-05-28,19.8,15,520,24.3,1657,,,,,,,7.3,250,850,4.2,250,900,2.3,2010,290
108,서울,1974-05-29,20.1,17.4,150,25.1,1650,,,,,,,8.5,270,1812,5.7,270,1830,2.5,2135,290
108,서울,1974-05-30,22.8,17.5,543,29,1549,.28,0,,0,,0,13.4,140,1620,5.7,140,1640,1.9,1631,70
108,서울,1974-05-31,14.9,12.8,2030,21.8,0,9.03,2.5,535,4.8,300,16.3,18.6,230,1421,11,230,1350,6,5158,250
108,서울,1974-06-01,15.3,11.8,246,20.1,1457,4.78,.6,140,1.8,220,2.7,24.6,250,58,13.7,250,110,6.5,5604,250
108,서울,1974-06-02,17.5,12.6,600,24.1,1228,8.15,1,2140,3.9,2105,12.2,12.5,110,2318,7,110,2320,2.8,2462,250
108,서울,1974-06-03,16,13.8,2400,20.3,1200,2.13,2.4,205,7.5,200,12.3,8.3,250,1401,6,250,1720,2.6,2222,250
108,서울,1974-06-04,15,10.9,2400,20.5,1605,,,,,,,9.2,50,2202,5,50,2200,2.8,2380,70
108,서울,1974-06-05,15.4,9.7,455,21.7,1530,,,,,,,7.8,70,712,4.3,70,710,2.7,2324,70
108,서울,1974-06-06,16.2,12.7,300,22.2,1555,,,,,,,9.3,270,1823,5.7,270,1820,2.6,2229,270
108,서울,1974-06-07,18.3,14.6,300,23.4,1455,1.5,0,,0,,0,10,250,1621,6,250,1620,2.6,2287,290
108,서울,1974-06-08,19.9,16.4,200,24.8,1452,,,,,,,7.8,290,1457,5.2,290,1510,2.2,1916,290
108,서울,1974-06-09,21.8,16.3,600,29.2,1431,,,,,,,8,270,1637,5.3,270,1640,1.9,1659,270
108,서울,1974-06-10,17.8,15.5,1200,21.7,0,11.5,1.4,830,7,740,28.3,14,70,1108,5.7,70,1110,2.2,1865,70
108,서울,1974-06-11,18.6,14.6,506,24.9,1347,,,,,,,9.2,250,1442,6,250,1450,2.5,2200,250
108,서울,1974-06-12,19.2,13.3,530,25.9,1550,,,,,,,8.8,270,1738,6.8,270,1710,2.3,1986,250
108,서울,1974-06-13,20.3,15.8,600,26.3,1436,,,,,,,7,270,1709,5,270,1720,1.9,1620,250
108,서울,1974-06-14,21.3,15.4,550,28.6,1405,,,,,,,9,270,1446,6,290,1500,2.6,2268,290
108,서울,1974-06-15,22.4,16.6,550,27.5,1538,,,,,,,10.8,250,1408,6.7,250,1410,3,2566,250
108,서울,1974-06-16,23.1,17.3,445,28.3,1457,,,,,,,7,290,1618,5,290,1620,1.4,1216,70
108,서울,1974-06-17,23.5,20.2,600,28,1518,,,,,,,8.7,270,2113,6.3,270,2120,2.2,1858,70
108,서울,1974-06-18,19.9,16.8,2400,24.1,1607,3.08,1.8,50,5,13,5.2,14.5,250,1636,8,250,1330,4.8,4182,250
108,서울,1974-06-19,20.5,14.9,600,25.7,1445,,,,,,,9.5,270,1630,6,270,1625,2.5,2150,250
108,서울,1974-06-20,18.5,17.3,700,20.3,5,10.07,.4,1025,.4,1000,1,7.3,70,743,4,70,750,1.6,1371,70
108,서울,1974-06-21,18.5,14.7,500,22.7,1348,,,,,,,6.8,70,1152,4,70,1150,1.5,1316,70
108,서울,1974-06-22,20.2,14.9,610,26.1,1440,,,,,,,8.8,270,1654,6,270,1900,2.5,2134,270
108,서울,1974-06-23,19.3,16.1,600,24.2,1540,,,,,,,8.3,250,1729,5.7,250,1700,3,2568,250
108,서울,1974-06-24,19.2,15.8,540,25,1422,.5,,,0,,0,7.8,270,1802,5.7,270,1810,2.6,2234,270
108,서울,1974-06-25,21.4,16.4,600,28,1625,,,,,,,9.3,270,1440,5.7,270,1450,2.1,1816,270
108,서울,1974-06-26,23.6,18.5,432,31.1,1425,1.42,0,,0,,0,11.1,270,1901,7.7,270,1900,2.8,2450,70
108,서울,1974-06-27,22,18.3,2400,26.7,1639,5.67,.7,510,1.5,420,2.6,9.2,270,1801,7.3,270,1720,2.9,2482,270
108,서울,1974-06-28,20.8,17.2,500,26.3,1318,,,,,,,8.4,250,1352,5.3,270,1600,2.7,2295,250
108,서울,1974-06-29,22,17,600,27.9,1502,,,,,,,9.8,250,1551,6.3,250,1550,2.6,2259,250
108,서울,1974-06-30,22.6,18.6,600,28.6,1458,,,,,,,7.6,270,1612,5,270,1610,2.2,1924,270
108,서울,1974-07-01,23.9,18.2,529,30.3,1456,,,,,,,7.8,250,1638,5,250,1640,1.9,1675,250
108,서울,1974-07-02,24.7,19.8,600,30.4,1342,1.92,.2,2350,.4,2300,.4,7.5,270,1435,4.3,270,1430,1.5,1279,270
108,서울,1974-07-03,22.8,20.3,738,26.8,1343,7.83,.4,150,1.8,150,6.5,9,70,920,4.3,70,950,2.1,1844,70
108,서울,1974-07-04,21.3,19.9,2400,22.9,1000,9.85,.4,1420,1.8,1415,6,10,70,1550,5.2,70,1610,3.1,2694,70
108,서울,1974-07-05,21.8,19.5,600,25.8,1256,.45,.1,1440,.2,1438,.2,8.3,70,2208,4.3,70,2200,3.1,2702,70
108,서울,1974-07-06,22.1,19.5,600,25.1,1507,,,,,,,16.9,70,1552,8.3,70,1520,5.1,4404,70
108,서울,1974-07-07,23.3,20.1,445,28.6,1729,.07,0,,0,,0,11.6,50,430,6.3,50,430,3,2631,50
108,서울,1974-07-08,20.7,19.6,2150,23.4,1100,13.45,3.1,1840,13.2,1840,50.1,7.3,70,2031,5,230,100,2.2,1933,70
108,서울,1974-07-09,21.5,19.7,150,23.2,1630,23.08,4.5,210,22.3,140,67.3,6.4,70,150,3.7,70,130,1.7,1462,70
108,서울,1974-07-10,21.8,20,230,26.7,1700,6.3,.2,510,.3,500,.9,5.8,290,2031,4.7,290,1900,1.9,1635,250
108,서울,1974-07-11,22.9,20.4,600,28,1512,2.33,0,,0,,0,8.4,270,1710,5.3,270,1720,2.4,2033,270
108,서울,1974-07-12,21.7,20.9,600,22.9,1758,4.75,.4,1150,.6,1100,1,5,70,857,3,70,910,1.4,1172,70
108,서울,1974-07-13,22.2,19.8,2400,25.2,1355,6.12,.2,2225,.2,2200,.4,8.1,70,1403,4.5,70,2400,3,2592,70
108,서울,1974-07-14,20.6,18.6,355,22.6,1250,9.45,.4,630,.9,700,1.8,7,70,805,4.7,70,110,2.5,2164,70
108,서울,1974-07-15,22.2,20.6,140,25.1,1245,4.92,.2,1410,.5,1340,.6,5.1,250,1423,3.7,290,1950,1.2,1072,70
108,서울,1974-07-16,24.4,21,600,30.1,1515,5.15,.2,315,.5,300,.8,6.6,250,1430,4,270,1900,1.8,1567,270
108,서울,1974-07-17,24.8,21.9,732,27.8,1458,.5,0,,0,,0,4.8,290,1738,3,290,1740,1.1,911,140
108,서울,1974-07-18,25.9,22.7,507,29.8,1516,,,,,,,6,200,1808,4.3,200,1820,1.6,1356,70
108,서울,1974-07-19,25,22.9,2400,27.8,1255,.45,0,,0,,0,7.4,270,1259,4.3,250,1800,2.5,2177,270
108,서울,1974-07-20,24.8,22.8,300,28.7,1745,4.37,.9,820,3.8,730,6.2,6.8,290,1845,4.3,290,1840,1.3,1131,70
108,서울,1974-07-21,25.8,23.3,500,29.2,1421,1.53,.6,2000,1,1948,1,6.4,70,910,3.7,70,910,1.9,1634,70
108,서울,1974-07-22,26.1,22.4,2400,30.7,1410,,,,,,,8.6,70,738,4.5,70,1010,3.2,2802,70
108,서울,1974-07-23,24.9,19.7,600,30,1725,,,,,,,8.8,70,1211,4.3,70,1220,2.8,2460,70
108,서울,1974-07-24,24.8,19.7,600,29.9,1427,,,,,,,5.8,90,914,3.3,90,900,1.9,1680,70
108,서울,1974-07-25,24.9,22.3,600,28.3,1600,,,,,,,5.1,110,2247,3,70,800,1.3,1092,110
108,서울,1974-07-26,22.7,20.2,700,24.4,1059,10.78,.4,1320,.8,1310,3.3,7.3,70,729,4,70,740,2.2,1880,70
108,서울,1974-07-27,25.3,22.4,505,28.5,1430,,,,,,,4.2,290,1642,3,290,1700,1.1,986,70
108,서울,1974-07-28,24.3,22.7,2400,26.6,1434,8.22,2.4,1720,4.7,1700,15.8,5.4,70,1103,4,250,1710,1.5,1324,70
