지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위)
108,서울,1976-01-23,-9.6,-13.5,809,-4.2,1601,,,,,,,11,290,446,6.7,290,430,3.2,2794,290
108,서울,1976-01-24,-4.2,-9.4,136,1.7,1503,7.03,,,,,0,8,250,1457,5.7,250,1450,2.3,1975,70
108,서울,1976-01-25,-.9,-4.7,757,5.1,1532,,,,,,,8.5,290,1332,5.3,290,1330,2.2,1872,50
108,서울,1976-01-26,-3.4,-6.6,2400,.4,1309,,,,,,,11.5,270,1304,6.3,270,1450,2.8,2452,270
108,서울,1976-01-27,-4.9,-9.2,449,1.6,1511,,,,,,,6,270,1750,4.3,270,1750,1.6,1406,50
108,서울,1976-01-28,-1.9,-6.5,529,3.2,1451,,,,,,,6.2,290,1508,4.7,290,1510,1.9,1654,50
108,서울,1976-01-29,-2,-7.1,2400,.6,1456,1.82,,,,,.3,10.9,290,1800,7,290,1800,4.5,3884,290
108,서울,1976-01-30,-3.9,-9.1,558,1.8,1429,,,,,,,8.3,270,1443,5.7,230,1530,2.3,2022,290
108,서울,1976-01-31,1,-3.4,742,7.6,1412,,,,,,,8.5,250,1550,5.7,250,1510,2.5,2134,50
108,서울,1976-02-01,2.5,-2.1,720,7.9,1508,,,,,,,13.2,250,1519,9.7,250,1520,3.5,3038,250
108,서울,1976-02-02,3.4,1,2400,9.2,1457,,,,,,,7.6,250,1422,5.2,230,1730,3.3,2885,250
108,서울,1976-02-03,3.7,0,418,9,1453,,,,,,,5,270,1502,3.7,270,1500,1.2,1075,50
108,서울,1976-02-04,4.1,1.1,326,8.5,1438,.42,,,,,0,6,290,1539,4.3,290,2020,1.8,1564,50
108,서울,1976-02-05,1.3,-1.6,2400,4.4,1636,7.02,,,,,2.8,8.4,320,2315,6,290,2230,2.6,2250,320
108,서울,1976-02-06,-2.6,-6.4,818,2.4,1521,,,,,,,8.6,270,1548,6.3,270,1600,3.3,2856,290
108,서울,1976-02-07,-2.2,-5.3,619,1.2,1458,,,,,,,4.8,290,1846,3.7,290,1800,1.7,1474,290
108,서울,1976-02-08,-.7,-4.3,716,3.6,1700,4.57,,,,,.1,5.2,290,1552,4.3,290,1940,1.6,1410,270
108,서울,1976-02-09,1.5,-.8,728,6.2,1436,,,,,,,7,290,1526,5,290,1540,1.9,1656,290
108,서울,1976-02-10,3.3,.2,14,9,1554,5.1,,,,,.1,9.1,270,1627,6,290,1450,2.7,2333,250
108,서울,1976-02-11,2.1,-3.1,756,8.2,1502,,,,,,,7.2,250,1522,5.3,250,1530,1.7,1505,270
108,서울,1976-02-12,4.5,-2.6,537,10.6,1446,2.35,,,,,.4,10.2,90,2220,4.3,90,2230,2.5,2166,70
108,서울,1976-02-13,4.4,1.2,509,6.8,2400,11.35,,,,,16.4,11.4,70,721,7,70,630,5.2,4484,70
108,서울,1976-02-14,10,6.8,0,14.5,1537,,,,,,,9.8,70,448,6,70,200,2.8,2449,70
108,서울,1976-02-15,6.8,2,2400,10.1,0,16.35,,,,,29.5,12.7,70,2342,7.3,70,2250,2.5,2176,70
108,서울,1976-02-16,1.3,.5,738,2,0,17.55,,,,,26,14.9,70,136,8.7,70,450,4.9,4262,70
108,서울,1976-02-17,4.2,.8,755,8.6,1505,2.3,,,,,.5,6.7,70,530,4.3,70,530,2.4,2102,70
108,서울,1976-02-18,3,1.6,2400,4.7,1223,18.28,,,,,8.2,6,70,221,4,320,1740,1.8,1598,70
108,서울,1976-02-19,1.1,-1.6,814,5,1518,,,,,,,7.7,290,1259,5.7,290,540,2.9,2514,290
108,서울,1976-02-20,2.6,-2.1,630,8.6,1531,,,,,,,5.5,70,1025,4,70,1030,1.7,1487,70
108,서울,1976-02-21,3.2,-1.1,611,7.9,1347,,,,,,,5,270,1346,3.7,290,1840,1.6,1415,70
108,서울,1976-02-22,2.3,.3,2400,4.2,1203,1.22,,,,,0,9.9,270,1542,6.3,270,1600,2.8,2426,270
108,서울,1976-02-23,.6,-2.9,710,4.9,1504,,,,,,,8.7,250,1258,6,250,1330,2.8,2457,290
108,서울,1976-02-24,.9,-3.2,747,7,1554,,,,,,,7.4,290,1322,5,250,1840,2.1,1795,290
108,서울,1976-02-25,2.6,-.5,530,8.4,1405,,,,,,,9.1,290,1551,5.3,290,1600,2.3,1990,250
108,서울,1976-02-26,4.4,-1.6,606,11.8,1510,,,,,,,5.6,270,1516,3.7,290,1740,1.6,1374,70
108,서울,1976-02-27,5.6,.2,645,10.7,1319,6.33,,,,,2.6,8.6,70,2131,5.7,70,2210,2.4,2031,70
108,서울,1976-02-28,5.4,3.2,2400,6.8,706,20.78,,,,,21.5,13.6,70,1647,7.3,70,1610,4.5,3928,70
108,서울,1976-02-29,2.9,.7,630,4.9,1419,6.58,,,,,.2,9.1,70,110,5.7,70,140,2.4,2103,70
108,서울,1976-03-01,3.7,1.1,654,7.7,1451,,,,,,,6.1,70,846,4,70,900,1.7,1502,70
108,서울,1976-03-02,2.8,1.1,2240,4.7,1420,7.6,,,,,.5,8,230,1250,6,230,1300,2,1750,270
108,서울,1976-03-03,3,-.6,730,9,1536,,,,,,,9.7,290,1641,5.7,290,1650,2.6,2252,290
108,서울,1976-03-04,3.1,-1.7,724,9.1,1458,,,,,,,9.7,250,1528,5.7,270,1750,2.4,2092,250
108,서울,1976-03-05,4.1,-.3,716,9.7,1635,,,,,,,8.3,270,1411,6,270,1720,2.6,2238,270
108,서울,1976-03-06,4.7,.6,738,10.2,1448,,,,,,,9.6,290,1521,6.7,290,1530,2.4,2095,290
108,서울,1976-03-07,5,2.3,633,7.9,1610,.4,,,,,0,4.8,270,1410,3,270,1520,1.2,1019,50
108,서울,1976-03-08,6.1,2.4,738,11.4,1315,,,,,,,8.7,320,1240,5.3,320,1250,2.4,2032,290
108,서울,1976-03-09,5.8,4.1,330,9.1,1450,1.22,,,,,0,8,290,2324,6.3,290,2340,2.1,1844,290
108,서울,1976-03-10,7.8,4.4,128,13.6,1510,.68,,,,,.1,8.3,290,2118,6.7,290,2120,2.2,1922,290
108,서울,1976-03-11,6.3,3.9,254,11.8,1355,4.82,,,,,.8,9.7,270,1441,7.3,270,1510,2.3,2012,290
108,서울,1976-03-12,3.6,.9,509,7.8,1509,,,,,,,10.2,290,1629,7,290,1720,3.8,3274,290
108,서울,1976-03-13,3.9,-1.8,627,10.9,1504,,,,,,,7.8,290,1722,5.7,290,1730,2.1,1772,290
108,서울,1976-03-14,7.3,1.6,518,14.5,1458,,,,,,,7.7,270,1721,5.7,270,1720,2.3,1954,290
108,서울,1976-03-15,7.8,2.8,658,14.6,1522,,,,,,,7,270,1528,4.3,250,1540,2.1,1830,290
108,서울,1976-03-16,9,4.5,310,15,1424,4.8,,,,,1,10.7,90,2351,6.7,70,910,3.2,2772,70
108,서울,1976-03-17,8.6,6.3,600,11.6,1255,4.2,,,,,.4,10.1,90,37,6,70,1000,3.1,2718,70
108,서울,1976-03-18,1,-3.6,2400,8,0,,,,,,,13.4,290,1020,8.7,320,610,5.5,4756,290
108,서울,1976-03-19,-3.4,-6.6,658,.9,1521,,,,,,,14.7,320,1459,9,320,1410,5.1,4382,320
108,서울,1976-03-20,-1.3,-5.1,629,3.7,1447,,,,,,,14.6,290,1320,11.7,290,1400,4.8,4110,290
108,서울,1976-03-21,.4,-4.8,600,6.4,1536,,,,,,,9.2,270,1420,6,270,1430,2.6,2230,270
108,서울,1976-03-22,1.5,-.3,2400,7.4,1256,4.63,,,,,4,8.1,290,1434,5.3,290,1440,2.6,2264,290
108,서울,1976-03-23,.4,-2.6,615,4.4,1430,,,,,,,13.8,290,1604,9,290,1620,3.4,2967,290
108,서울,1976-03-24,2.8,-2.9,600,9,1452,,,,,,,8.5,290,1800,6.5,290,1810,1.6,1396,70
108,서울,1976-03-25,6.6,-.4,540,13.7,1454,,,,,,,7.2,250,1542,4.3,290,1820,1.8,1592,90
108,서울,1976-03-26,8.4,6.7,830,12.8,1446,1.78,,,,,0,7.3,290,1835,5.3,290,1840,2.4,2064,70
108,서울,1976-03-27,8.9,3.2,649,15.2,1513,,,,,,,10,70,2216,5.7,70,2150,2.4,2038,290
108,서울,1976-03-28,9.3,5.1,644,14.2,1458,,,,,,,9.7,70,338,5.7,70,220,2.9,2524,70
108,서울,1976-03-29,9.9,6.7,658,14.6,1401,,,,,,,7.3,290,1757,5.3,290,1820,2.6,2242,290
108,서울,1976-03-30,7.6,3.8,2400,12.1,1215,,,,,,,12.8,290,1552,8.3,290,1640,3.7,3208,290
108,서울,1976-03-31,5.5,1.1,550,11.8,1555,,,,,,,8,270,1411,4.5,250,1610,2.5,2148,250
108,서울,1976-04-01,5.3,1.4,623,10.6,1234,,,,,,,12.1,250,1144,8.7,250,1520,3.5,3034,250
108,서울,1976-04-02,4.4,.1,708,8.5,1502,,,,,,,10,250,1633,6.3,290,1800,2.8,2403,290
108,서울,1976-04-03,6.5,.3,626,11.8,1315,,,,,,,8.2,320,2026,6,320,2030,2.2,1895,70
108,서울,1976-04-04,7.1,1,638,14.4,1457,,,,,,,9.5,290,1811,7.3,290,1830,2.2,1893,290
108,서울,1976-04-05,7.8,2.6,652,14.8,1501,,,,,,,10,250,1555,8.3,250,1610,2.3,1971,70
108,서울,1976-04-06,5.4,3.9,518,7.4,1751,.97,0,,0,,0,14,270,1140,8.7,290,1330,3.5,3008,270
108,서울,1976-04-07,7.7,1.6,642,14.2,1419,,,,,,,7.8,290,1700,6.3,290,1710,2,1721,290
108,서울,1976-04-08,9,6,600,13.5,1540,,,,,,,7.5,250,1610,6.3,250,1610,2,1753,290
108,서울,1976-04-09,10.4,3.7,552,18,1427,,,,,,,9.2,290,1712,6,290,1750,1.9,1606,290
108,서울,1976-04-10,11.8,6.6,432,18.9,1428,,,,,,,8.6,290,1427,5,270,2110,2.3,2026,70
108,서울,1976-04-11,12.5,6.4,653,19.1,1352,,,,,,,10,290,1530,6,290,1430,2.3,1950,290
108,서울,1976-04-12,14.6,6.5,650,22.5,1455,,,,,,,8.3,250,1644,5,290,1720,1.5,1308,90
108,서울,1976-04-13,10.7,8.8,900,15.6,0,18.67,.6,1230,3,1140,26.9,7.8,290,2250,5,290,2300,1.7,1460,70
108,서울,1976-04-14,11.8,7.6,627,18.2,1512,,,,,,,7.8,290,1548,5.7,290,1650,2.6,2272,290
108,서울,1976-04-15,12.5,7,638,19.5,1309,,,,,,,11.5,270,1432,7,290,1420,2.9,2520,70
108,서울,1976-04-16,10.1,8.4,600,12.8,1700,2,.1,1128,.1,1110,.1,7.1,270,1450,4.7,270,1450,1.8,1568,250
108,서울,1976-04-17,11.6,5.8,511,16.7,1600,,,,,,,10.9,320,1312,5.7,320,1330,1.9,1662,320
108,서울,1976-04-18,12.6,7.3,600,19.7,1519,,,,,,,9.1,70,220,6.3,70,250,3.1,2666,70
108,서울,1976-04-19,11.7,6,620,18,1518,,,,,,,9,290,1548,6.3,290,1550,2.4,2060,250
108,서울,1976-04-20,11.6,10.2,1231,15.3,1704,5.43,.4,1128,.8,1050,2.1,6,110,1405,3.3,110,1440,1.5,1312,70
108,서울,1976-04-21,16.3,8,545,25,1553,,,,,,,8.3,290,1718,6.8,290,1920,2,1690,290
108,서울,1976-04-22,18.9,14.4,34,24.1,1503,2.07,.4,2320,1.3,2230,1.7,8.6,290,1918,5.3,290,1830,2.2,1874,290
108,서울,1976-04-23,9.2,6.8,2400,15.5,2,6.42,.7,127,1.6,200,4.8,20.8,290,1414,13.3,290,1410,6.3,5454,290
108,서울,1976-04-24,10.8,5.5,525,16.7,1410,,,,,,,16.5,250,1255,10.3,250,1310,4.4,3800,230
108,서울,1976-04-25,12.6,8.1,515,18.2,1336,,,,,,,9.2,200,1408,5.3,230,1440,2.1,1782,70
108,서울,1976-04-26,15.3,12.1,808,22.2,1526,,,,,,,9.2,250,1821,7.8,250,1830,2.6,2206,270
108,서울,1976-04-27,15.7,10.9,554,20.8,1502,,,,,,,6,250,1642,5,250,1640,1.3,1112,290
108,서울,1976-04-28,16.7,10.8,446,23.1,1302,,,,,,,7.7,290,1628,5.3,290,1630,2,1736,290
108,서울,1976-04-29,16.9,14.1,540,21.2,1341,,,,,,,12.3,90,924,7.3,90,950,2.7,2370,90
108,서울,1976-04-30,11.7,9.2,2100,14.8,0,16.67,1.2,1740,4.8,1725,22.8,14.5,70,1411,7.7,70,1420,3.9,3408,90
108,서울,1976-05-01,12.4,8.8,606,18,1437,3.92,.1,240,.2,200,.4,8,270,1657,4.7,270,1620,2.1,1854,70
108,서울,1976-05-02,13.7,10,600,21.1,1540,,,,,,,8,290,1732,5.3,290,1850,1.8,1566,290
108,서울,1976-05-03,12.5,9,2400,19.2,1152,1.72,.3,1350,.5,1305,.5,11.9,290,1242,8.3,290,1300,2.6,2250,290
108,서울,1976-05-04,9.8,5.5,610,14.4,1447,,,,,,,16.2,290,1521,10.7,290,1320,4.7,4028,290
108,서울,1976-05-05,9.2,6.2,504,13.6,1613,2.77,.7,700,2.3,644,2.9,20.2,270,1346,10,290,1710,3.9,3396,290
108,서울,1976-05-06,11.8,6.6,540,18.1,1533,,,,,,,11.2,250,1502,10.7,250,1630,4.2,3600,250
108,서울,1976-05-07,14.1,6.9,555,21.4,1448,,,,,,,9.8,270,1730,7.7,270,1740,2.2,1924,290
108,서울,1976-05-08,16,8.9,615,22.4,1412,,,,,,,9.5,290,1345,5.7,290,1500,2.3,1946,270
108,서울,1976-05-09,17.3,9.8,600,25.4,1453,,,,,,,8.3,270,1527,7.3,270,1820,2.2,1862,270
108,서울,1976-05-10,17.4,10.8,610,23.5,1409,.75,0,,0,,0,8.5,250,1525,6,250,1530,1.7,1443,90
108,서울,1976-05-11,13.6,11,610,17.1,1353,13.05,1.2,740,4,700,17.1,14.6,250,1429,9,250,1430,3.4,2910,250
108,서울,1976-05-12,13.5,10.5,630,18.5,1341,,,,,,,11,270,1523,7.3,250,1720,3.5,3032,270
108,서울,1976-05-13,13.9,8.8,550,19.8,1453,,,,,,,15,270,1735,7.7,250,1510,3.9,3356,250
108,서울,1976-05-14,15.1,8.2,600,22.5,1511,,,,,,,8.2,250,1404,5,250,1530,2.6,2254,250
108,서울,1976-05-15,16.3,11.4,552,21.3,1551,2.33,.2,2120,.3,2035,.3,12.7,230,2040,8.3,230,2040,2.7,2360,70
108,서울,1976-05-16,13.4,10.3,2400,16.6,0,5.83,1.5,340,4.2,8,12.3,19.8,250,331,9.3,250,430,5.1,4373,250
108,서울,1976-05-17,15.3,9.2,536,23.8,1507,,,,,,,10.1,250,1541,6.7,250,1550,2.7,2299,250
108,서울,1976-05-18,13.6,12.4,2100,15.5,1105,7.97,2.4,1700,5,1650,7.2,10,70,1421,4,70,1420,1.8,1532,70
108,서울,1976-05-19,19.8,10.7,543,28.4,1659,,,,,,,10.8,70,1042,5.7,70,1230,1.8,1518,70
108,서울,1976-05-20,18.4,14.8,605,21.6,1448,,,,,,,6.4,70,911,4,70,840,1.9,1666,70
108,서울,1976-05-21,17.6,13.5,555,23,1556,,,,,,,9.7,270,1615,7.7,270,1640,2.3,2012,290
108,서울,1976-05-22,17,11,527,24,1405,,,,,,,6.8,270,1615,5,270,1610,1.6,1360,290
108,서울,1976-05-23,18.8,10.8,554,25.7,1621,,,,,,,6.5,250,1310,5,250,1340,1.8,1512,270
108,서울,1976-05-24,21.1,12.9,557,29,1410,,,,,,,8.2,270,1706,6,270,1810,1.6,1422,270
108,서울,1976-05-25,20.2,15.3,544,26.8,1551,,,,,,,9,270,1744,5.3,290,1910,2.1,1789,290
108,서울,1976-05-26,22.9,14.3,605,30.5,1600,,,,,,,7.4,70,903,3.7,270,1900,1.4,1170,50
108,서울,1976-05-27,25.1,19,618,32.2,1532,,,,,,,7.1,70,835,4.7,270,1840,1.7,1494,70
108,서울,1976-05-28,22.8,17.8,535,28.4,1242,,,,,,,8.1,270,1940,5.3,270,1940,2,1710,70
108,서울,1976-05-29,22.5,19,433,25.6,904,1.75,0,,0,,0,13,70,1214,5.3,70,1230,2.6,2254,70
108,서울,1976-05-30,23,16.8,545,31,1429,,,,,,,11.1,70,4,5.7,270,1620,2.7,2352,70
108,서울,1976-05-31,20.1,16.4,551,24.2,1351,2.83,.4,2350,.8,2300,.8,9.2,250,1731,5,250,1730,2.1,1814,250
108,서울,1976-06-01,18.2,16.7,340,23.7,1556,11.28,1.2,0,3.7,0,8.2,8.5,250,1940,4.7,250,1940,1.9,1604,250
108,서울,1976-06-02,19,15.5,537,25.8,1642,4.5,0,,0,,0,10.1,270,1719,5.7,270,1720,2.6,2276,250
108,서울,1976-06-03,20,13.7,553,27.2,1421,,,,,,,9.3,270,1513,5.3,270,1520,2.1,1786,270
108,서울,1976-06-04,22.1,15,532,28.8,1419,,,,,,,6,110,1414,3.3,270,1430,1.2,1056,70
108,서울,1976-06-05,22.2,19.2,630,28.4,1629,,,,,,,8.7,340,2212,4.3,320,2000,1.4,1176,70
108,서울,1976-06-06,21.2,15.4,600,27.8,1237,,,,,,,9.5,290,1352,5.7,290,1410,2.2,1874,270
108,서울,1976-06-07,22.4,17.1,603,27.8,1256,4.08,.5,2140,1.7,2130,3.4,7.8,90,2332,3,70,2100,1.2,1026,70
108,서울,1976-06-08,18.7,17.1,2400,22.3,1835,11.75,.5,540,1.3,520,4.1,7.5,250,2000,5.3,250,2230,1.7,1442,250
108,서울,1976-06-09,19.1,16.9,440,23.1,1530,3.45,0,,0,,0,10.4,230,2251,7,250,2340,2.8,2448,250
108,서울,1976-06-10,17.8,14.3,552,23,1345,1.42,.6,130,1.2,120,1.4,11,230,22,6.7,230,40,3.2,2738,250
108,서울,1976-06-11,19.5,14.8,300,26.3,1528,,,,,,,11,250,2317,4.3,250,1650,1.8,1592,250
108,서울,1976-06-12,17.9,15.1,614,23.3,1613,8.8,4,340,10.9,310,20.8,9.7,250,40,5.3,250,50,1.5,1310,250
108,서울,1976-06-13,20.1,16.8,2350,23.8,1501,,,,,,,13,230,1529,8.7,230,1440,3.1,2688,250
108,서울,1976-06-14,19.2,15.4,545,24.7,1630,,,,,,,9.1,270,1451,5.7,270,1500,2.7,2334,270
108,서울,1976-06-15,20.8,15.3,600,28.4,1531,,,,,,,6,290,2125,4,270,1930,1.4,1200,90
108,서울,1976-06-16,22.5,18.3,556,27.9,1418,,,,,,,7.4,270,1716,6.7,270,1710,1.6,1414,270
108,서울,1976-06-17,22.2,18.6,520,25.6,1249,.67,0,,0,,0,5.3,270,1625,3.3,70,1110,1.2,1047,70
108,서울,1976-06-18,21.2,19.1,550,26.2,1220,,,,,,,6.3,140,1849,3.3,140,1930,1.4,1240,70
108,서울,1976-06-19,23.6,17.7,340,29,1610,,,,,,,6.6,90,948,3,70,800,1.5,1302,70
108,서울,1976-06-20,23.4,19.6,600,27.4,1317,,,,,,,5.4,270,1839,4.3,290,1500,1.7,1458,70
108,서울,1976-06-21,21.7,18.9,604,26.2,1220,8.58,1.7,2110,5.4,2020,10.5,6.2,290,1246,4.7,290,1520,1.2,1026,290
108,서울,1976-06-22,22.7,18.5,522,29,1529,4.25,.1,300,.3,300,.8,8.7,270,1525,6.7,270,1640,2.2,1916,270
108,서울,1976-06-23,23.4,18.2,600,29,1253,,,,,,,7.6,270,1551,5.3,230,1550,1.4,1239,290
108,서울,1976-06-24,23.8,20,600,28.9,1555,,,,,,,7.6,270,1920,5.3,270,1920,2.7,2343,270
108,서울,1976-06-25,20.4,17.5,2400,25.8,1428,2.3,0,,0,,0,10.1,230,1504,6.3,230,1530,3.1,2656,250
108,서울,1976-06-26,21.7,15.8,450,28.8,1540,,,,,,,8.2,270,1339,5,270,1340,2.2,1878,270
108,서울,1976-06-27,23.1,17,532,29.4,1451,,,,,,,8.9,250,1310,6.7,270,1550,2.1,1835,270
108,서울,1976-06-28,26.2,17.7,606,34.8,1515,,,,,,,6.3,290,1738,3.7,290,1730,1,896,20
108,서울,1976-06-29,25.1,21.8,600,30.6,1451,,,,,,,13.5,70,1635,7.3,70,1720,3.5,3058,70
108,서울,1976-06-30,20.3,17.7,2400,22.6,1143,.83,0,,0,,0,17.6,70,949,8.7,70,940,5.9,5124,70
108,서울,1976-07-01,18.6,14.9,520,23.1,1321,8.03,.4,2240,1.6,2230,3.9,12.3,70,1124,6.3,70,2020,4.3,3728,70
108,서울,1976-07-02,15.2,13,2400,19,1250,24,.5,2110,2.3,2040,20.2,11.7,70,1140,7.3,70,2250,3.8,3282,70
108,서울,1976-07-03,14.3,12.9,105,15.4,1515,18.5,.6,610,2.8,610,18.5,10,70,812,7,70,810,3.8,3280,70
108,서울,1976-07-04,18.3,14,300,23.4,1501,2.17,.1,220,.3,140,.5,8.5,70,1300,4.3,70,510,2.3,2012,70
108,서울,1976-07-05,22,15.8,540,28.4,1437,.42,0,,0,,0,5.6,290,1910,3.7,290,1900,1.4,1224,70
108,서울,1976-07-06,22.2,17.6,600,28.3,1446,,,,,,,8.3,270,1710,5.7,270,1740,2.1,1784,270
108,서울,1976-07-07,21.4,17.1,640,29.2,1532,,,,,,,8.1,250,1819,5.3,250,1820,2.2,1882,270
108,서울,1976-07-08,22.8,16.8,600,29.7,1350,,,,,,,7.6,270,1406,4.7,290,1440,1.7,1438,270
108,서울,1976-07-09,20.7,18.8,1250,23.3,4,15.43,2.6,1150,11,1240,37.7,8.8,70,1506,4.7,70,1440,2,1728,70
108,서울,1976-07-10,21.3,18.3,605,27.2,1438,4.33,.1,20,.2,0,.4,7.7,250,1850,5.2,250,1850,2.3,2016,250
108,서울,1976-07-11,21.9,17.6,330,28.4,1631,,,,,,,6.3,270,1748,4.7,270,1750,1.6,1370,270
108,서울,1976-07-12,24.1,20.7,544,28.1,1503,5.42,2.6,1830,5.7,1816,6.6,7.7,340,1920,4.7,270,1640,1.2,1022,270
108,서울,1976-07-13,22.1,19.6,503,27.1,1540,8.83,1.8,300,3.2,300,5.5,5.9,320,1631,3.7,270,1910,1.6,1364,250
108,서울,1976-07-14,22.5,18.2,535,28.5,1352,,,,,,,9.5,270,1523,6,270,1850,2,1770,250
108,서울,1976-07-15,24.4,19,600,28.9,1251,6.65,1.7,2330,6.1,2210,11,5,250,1258,2.3,230,1410,1.1,920,50
108,서울,1976-07-16,20.8,19.2,600,23.8,1801,12.93,6.5,400,16.4,400,46.7,9.9,70,427,5.7,70,440,2.5,2178,70
108,서울,1976-07-17,22.1,20.4,440,26.5,1540,.8,0,,0,,0,4.5,270,1330,3,250,1250,1,886,250
108,서울,1976-07-18,25.5,21.4,423,30.1,1242,,,,,,,12.7,70,1932,5.3,70,1930,2.8,2398,70
108,서울,1976-07-19,25.1,22,2400,29,1504,,,,,,,14,70,1058,7.7,70,1150,4.7,4066,70
108,서울,1976-07-20,26.1,20.2,600,32.3,1620,,,,,,,7.7,70,832,4,70,250,1.9,1654,70
108,서울,1976-07-21,27.1,23.1,542,32,1545,,,,,,,5.1,270,1636,3.7,270,1540,1.8,1566,270
108,서울,1976-07-22,24.9,23.6,510,27.1,1630,4.2,.8,1400,1.3,1319,1.5,5.5,230,1700,4.7,230,1640,1.7,1455,230
108,서울,1976-07-23,26.5,23.3,420,30.8,1503,.18,0,,0,,0,7,270,1600,6.7,270,1640,1.9,1604,50
108,서울,1976-07-24,26.8,23.6,542,31.2,1455,.67,0,,0,,0,8.4,270,1805,5.3,270,1810,1.8,1572,270
108,서울,1976-07-25,27.1,22,600,33.5,1459,,,,,,,9.6,270,1703,7.3,270,1630,1.9,1628,270
108,서울,1976-07-26,24.7,21.1,355,29.7,1516,.22,0,,0,,0,9.3,250,211,5.3,270,1540,2.2,1875,270
108,서울,1976-07-27,25.7,24.1,600,29.2,1336,,,,,,,11.2,250,1152,5.3,270,1630,2.8,2422,250
108,서울,1976-07-28,23.8,22.4,1040,25,1640,7,7.7,950,17.3,920,24.2,6.2,270,1306,4,270,1250,1.4,1222,230
108,서울,1976-07-29,25.7,22.3,600,30.8,1451,,,,,,,8.8,230,1536,4.7,230,1640,1.8,1527,230
108,서울,1976-07-30,26.5,23.8,600,30.3,1456,,,,,,,12.9,230,1504,7.3,230,1540,3.4,2928,200
108,서울,1976-07-31,26.2,23.5,455,29.8,1342,,,,,,,12.1,230,1528,7,230,1540,3.6,3114,230
108,서울,1976-08-01,26.3,23.4,300,30.6,1452,.42,0,,0,,0,7.1,270,1614,4.7,270,1620,1.7,1497,250
108,서울,1976-08-02,24.1,21.8,2400,26.3,1035,11.53,9,2320,27.9,2300,68,5.2,70,1228,3,230,820,1.1,931,70
108,서울,1976-08-03,25.3,20.3,320,30.3,1702,2.97,8,100,21.6,50,29.5,8.2,70,1055,4,70,1040,1.7,1442,70
108,서울,1976-08-04,25.1,23.3,600,27.4,1501,.17,0,,0,,0,7.3,230,1122,4.7,230,1140,1.7,1443,250
108,서울,1976-08-05,25.5,23.6,2100,29.8,1504,3.1,4,340,7.8,340,10,11.2,230,321,6.3,230,240,3.1,2702,230
108,서울,1976-08-06,25.5,22.6,600,30.1,1625,.25,0,,0,,0,6.2,320,2100,3.3,320,2100,1,830,90
108,서울,1976-08-07,26.3,22.8,600,31.8,1615,,,,,,,7.3,270,1712,5.7,270,1700,1.3,1160,250
108,서울,1976-08-08,24.8,23.3,643,28,1125,4.2,.2,1750,.3,1710,.4,8.6,200,1250,4.7,200,1250,1,870,50
108,서울,1976-08-09,25,22.2,2350,27.9,1440,6.78,2.6,1115,4.3,1040,9.1,11.2,200,1035,6.3,200,1030,3.3,2888,200
108,서울,1976-08-10,25.3,21.8,335,30.6,1531,,,,,,,6.8,250,1255,4.7,270,1900,1.9,1612,270
108,서울,1976-08-11,24.1,20.6,626,29.8,1206,.87,0,,0,,0,7.9,250,1240,4.7,250,1300,1.5,1312,270
108,서울,1976-08-12,21.7,18.7,940,27,1600,9.97,8,830,29,830,77.4,8.3,70,1812,5.3,70,1820,1.9,1674,70
108,서울,1976-08-13,21.7,20.5,2400,25.5,1803,15.38,17.5,1840,42.9,1800,96.2,20.2,230,1120,8,290,1150,1.6,1382,70
108,서울,1976-08-14,20.6,19.6,700,21.6,1413,16.42,7.9,1010,25.7,930,57.6,8.1,70,1214,4.3,70,1210,2.5,2158,70
108,서울,1976-08-15,21.2,19.5,800,25.4,1650,6.75,.2,320,1,300,2.6,6,270,1535,3.7,270,1520,1.1,956,270
108,서울,1976-08-16,23.8,20,420,29,1642,5.08,5.8,549,11,455,15,8.8,250,1541,5.7,250,1530,1.6,1382,70
108,서울,1976-08-17,25.5,21.5,625,31.3,1530,,,,,,,6.8,270,1542,5,270,1600,1.2,996,20
108,서울,1976-08-18,25.9,21.5,620,32,1445,1.42,.2,2100,.5,2010,.5,11.3,230,2015,7,230,2030,1.4,1232,70
108,서울,1976-08-19,25.3,22.8,600,29.2,1354,2.92,1.2,335,2.1,245,2.2,13.1,230,1121,9,230,1700,3.3,2854,70
108,서울,1976-08-20,26.4,24.5,2400,29,1242,.95,0,,0,,0,12.2,230,1341,6,230,1220,3.4,2948,230
108,서울,1976-08-21,27.1,23.9,600,31.2,1211,,,,,,,11,250,1641,6.3,230,1420,2.6,2264,250
108,서울,1976-08-22,26.1,23.9,2400,28.8,1035,5.78,.2,1400,1.1,2300,3.5,6.5,230,1342,3.3,230,1400,1.6,1358,230
